Registration Number;Room;Course;Days of the Week;Time;Instructor;Credits;Description;
V01107940;B2175;Data Mining (INFO 614);Monday, Tuesday, Thursday;Afternoon (3:00 pm - 4:15 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107940;B2175;Information Systems Management (INFO 640);Thursday, Wednesday, Friday;Evening (7:00 pm - 9:40 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107941;B2175;Principles of Computer and Information Security (INFO 544);Thursday, Monday, Friday;Evening (7:00 pm - 9:40 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107941;B2155;Systems Development (INFO 530);Thursday, Friday, Wednesday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107941;B3158;Information Systems Management (INFO 640);Monday, Friday, Thursday;Afternoon (3:00 pm - 4:15 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107941;B2165;Data Mining (INFO 614);Wednesday, Monday, Thursday;Morning (10:00 am - 11:15 am);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107942;B2175;Data Communications (INFO 520);Tuesday, Thursday, Wednesday;Morning (10:00 am - 11:15 am);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107942;B2165;Information Systems Management (INFO 640);Tuesday, Monday, Wednesday;Afternoon (3:00 pm - 4:15 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107942;B3176;Data Mining (INFO 614);Thursday, Tuesday, Friday;Afternoon (3:00 pm - 4:15 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107942;B2177;Systems Development (INFO 530);Wednesday, Tuesday, Friday;Evening (7:00 pm - 9:40 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107943;B3176;Data Mining (INFO 614);Friday, Tuesday, Wednesday;Morning (10:00 am - 11:15 am);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107943;B2166;Principles of Computer and Information Security (INFO 544);Wednesday, Friday, Monday;Morning (10:00 am - 11:15 am);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107943;B2177;Information Systems Management (INFO 640);Wednesday, Monday, Tuesday;Afternoon (3:00 pm - 4:15 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107943;B3158;Systems Development (INFO 530);Friday, Tuesday, Thursday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107944;B2175;Systems Development (INFO 530);Friday, Tuesday, Thursday;Morning (10:00 am - 11:15 am);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107944;B3158;Information Systems Management (INFO 640);Friday, Wednesday, Monday;Evening (7:00 pm - 9:40 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107944;B2157;Principles of Computer and Information Security (INFO 544);Friday, Tuesday, Thursday;Afternoon (3:00 pm - 4:15 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107944;B2165;Data Mining (INFO 614);Thursday, Friday, Monday;Evening (7:00 pm - 9:40 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107945;B2175;Principles of Computer and Information Security (INFO 544);Tuesday, Friday, Wednesday;Morning (10:00 am - 11:15 am);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107945;B2157;Information Systems Management (INFO 640);Monday, Tuesday, Wednesday;Evening (7:00 pm - 9:40 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107945;B2155;Systems Development (INFO 530);Wednesday, Tuesday, Thursday;Morning (10:00 am - 11:15 am);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107945;B2175;Data Mining (INFO 614);Friday, Thursday, Tuesday;Evening (7:00 pm - 9:40 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107946;B2165;Data Mining (INFO 614);Tuesday, Monday, Friday;Afternoon (3:00 pm - 4:15 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107946;B3115;Data Communications (INFO 520);Thursday, Wednesday, Tuesday;Afternoon (3:00 pm - 4:15 pm);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107946;B2157;Information Systems Management (INFO 640);Friday, Wednesday, Thursday;Evening (7:00 pm - 9:40 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107946;B1117;Systems Development (INFO 530);Tuesday, Friday, Wednesday;Evening (7:00 pm - 9:40 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107947;B2165;Analysis of Design of Database Systems (INFO 610);Friday, Wednesday, Thursday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107947;B2175;Systems Development (INFO 530);Wednesday, Thursday, Monday;Evening (7:00 pm - 9:40 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107947;B2175;Data Communications (INFO 520);Monday, Friday, Wednesday;Morning (10:00 am - 11:15 am);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107947;B2155;Principles of Computer and Information Security (INFO 544);Friday, Tuesday, Thursday;Afternoon (3:00 pm - 4:15 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107948;B2157;Data Communications (INFO 520);Tuesday, Monday, Friday;Afternoon (3:00 pm - 4:15 pm);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107948;B2155;Data Mining (INFO 614);Monday, Friday, Wednesday;Morning (10:00 am - 11:15 am);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107948;B2177;Information Systems Management (INFO 640);Wednesday, Monday, Thursday;Afternoon (3:00 pm - 4:15 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107948;B2165;Principles of Computer and Information Security (INFO 544);Thursday, Friday, Wednesday;Evening (7:00 pm - 9:40 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107949;B2175;Analysis of Design of Database Systems (INFO 610);Friday, Wednesday, Tuesday;Evening (7:00 pm - 9:40 pm);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107949;B1117;Principles of Computer and Information Security (INFO 544);Thursday, Tuesday, Wednesday;Afternoon (3:00 pm - 4:15 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107949;B2177;Systems Development (INFO 530);Tuesday, Friday, Wednesday;Evening (7:00 pm - 9:40 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107949;B2165;Information Systems Management (INFO 640);Tuesday, Thursday, Friday;Afternoon (3:00 pm - 4:15 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107950;B2166;Data Mining (INFO 614);Wednesday, Thursday, Monday;Afternoon (3:00 pm - 4:15 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107950;B3176;Principles of Computer and Information Security (INFO 544);Friday, Tuesday, Monday;Evening (7:00 pm - 9:40 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107950;B3115;Information Systems Management (INFO 640);Monday, Wednesday, Friday;Morning (10:00 am - 11:15 am);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107950;B2175;Analysis of Design of Database Systems (INFO 610);Tuesday, Monday, Thursday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107951;B2177;Analysis of Design of Database Systems (INFO 610);Wednesday, Monday, Tuesday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107951;B2175;Principles of Computer and Information Security (INFO 544);Wednesday, Tuesday, Thursday;Morning (10:00 am - 11:15 am);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107951;B2155;Data Mining (INFO 614);Wednesday, Friday, Thursday;Evening (7:00 pm - 9:40 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107951;B3115;Information Systems Management (INFO 640);Monday, Wednesday, Friday;Evening (7:00 pm - 9:40 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107952;B2157;Analysis of Design of Database Systems (INFO 610);Monday, Tuesday, Friday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107952;B2165;Systems Development (INFO 530);Friday, Wednesday, Tuesday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107952;B3176;Data Mining (INFO 614);Tuesday, Wednesday, Friday;Morning (10:00 am - 11:15 am);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107952;B2177;Data Communications (INFO 520);Friday, Monday, Thursday;Evening (7:00 pm - 9:40 pm);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107953;B2175;Data Communications (INFO 520);Tuesday, Thursday, Monday;Evening (7:00 pm - 9:40 pm);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107953;B3158;Data Mining (INFO 614);Friday, Monday, Thursday;Evening (7:00 pm - 9:40 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107953;B2155;Information Systems Management (INFO 640);Tuesday, Monday, Friday;Morning (10:00 am - 11:15 am);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107953;B3115;Analysis of Design of Database Systems (INFO 610);Thursday, Wednesday, Friday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107954;B2166;Analysis of Design of Database Systems (INFO 610);Thursday, Tuesday, Wednesday;Morning (10:00 am - 11:15 am);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107954;B2175;Data Communications (INFO 520);Tuesday, Monday, Friday;Morning (10:00 am - 11:15 am);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107954;B3158;Principles of Computer and Information Security (INFO 544);Monday, Wednesday, Tuesday;Afternoon (3:00 pm - 4:15 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107954;B2165;Information Systems Management (INFO 640);Tuesday, Wednesday, Thursday;Evening (7:00 pm - 9:40 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107955;B1117;Information Systems Management (INFO 640);Thursday, Wednesday, Friday;Morning (10:00 am - 11:15 am);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107955;B2157;Data Communications (INFO 520);Wednesday, Thursday, Tuesday;Evening (7:00 pm - 9:40 pm);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107955;B2166;Principles of Computer and Information Security (INFO 544);Monday, Thursday, Wednesday;Afternoon (3:00 pm - 4:15 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107955;B2165;Data Mining (INFO 614);Wednesday, Friday, Tuesday;Morning (10:00 am - 11:15 am);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107956;B2177;Analysis of Design of Database Systems (INFO 610);Tuesday, Monday, Friday;Morning (10:00 am - 11:15 am);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107956;B2165;Data Mining (INFO 614);Tuesday, Friday, Wednesday;Afternoon (3:00 pm - 4:15 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107956;B2175;Systems Development (INFO 530);Monday, Tuesday, Friday;Morning (10:00 am - 11:15 am);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107956;B2155;Principles of Computer and Information Security (INFO 544);Thursday, Friday, Monday;Evening (7:00 pm - 9:40 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107957;B2165;Information Systems Management (INFO 640);Friday, Wednesday, Tuesday;Evening (7:00 pm - 9:40 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107957;B2175;Data Mining (INFO 614);Thursday, Friday, Monday;Evening (7:00 pm - 9:40 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107957;B2166;Systems Development (INFO 530);Wednesday, Friday, Tuesday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107957;B3176;Principles of Computer and Information Security (INFO 544);Tuesday, Monday, Thursday;Morning (10:00 am - 11:15 am);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107958;B2177;Data Communications (INFO 520);Wednesday, Thursday, Friday;Afternoon (3:00 pm - 4:15 pm);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107958;B3176;Systems Development (INFO 530);Monday, Tuesday, Friday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107958;B3158;Data Mining (INFO 614);Thursday, Monday, Tuesday;Evening (7:00 pm - 9:40 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107958;B1117;Analysis of Design of Database Systems (INFO 610);Friday, Tuesday, Monday;Morning (10:00 am - 11:15 am);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107959;B2175;Analysis of Design of Database Systems (INFO 610);Monday, Wednesday, Thursday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107959;B3158;Information Systems Management (INFO 640);Friday, Thursday, Wednesday;Morning (10:00 am - 11:15 am);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107959;B3115;Systems Development (INFO 530);Tuesday, Friday, Monday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107959;B1117;Principles of Computer and Information Security (INFO 544);Tuesday, Thursday, Monday;Evening (7:00 pm - 9:40 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107960;B3158;Systems Development (INFO 530);Wednesday, Monday, Tuesday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107960;B2157;Data Mining (INFO 614);Tuesday, Friday, Wednesday;Evening (7:00 pm - 9:40 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107960;B3115;Information Systems Management (INFO 640);Monday, Thursday, Tuesday;Morning (10:00 am - 11:15 am);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107960;B3176;Data Communications (INFO 520);Tuesday, Wednesday, Monday;Morning (10:00 am - 11:15 am);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107961;B2166;Data Communications (INFO 520);Monday, Friday, Tuesday;Morning (10:00 am - 11:15 am);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107961;B2157;Data Mining (INFO 614);Friday, Wednesday, Monday;Afternoon (3:00 pm - 4:15 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107961;B2177;Systems Development (INFO 530);Monday, Wednesday, Friday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107961;B3176;Principles of Computer and Information Security (INFO 544);Thursday, Tuesday, Friday;Evening (7:00 pm - 9:40 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107962;B2166;Principles of Computer and Information Security (INFO 544);Monday, Thursday, Friday;Evening (7:00 pm - 9:40 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107962;B1117;Data Communications (INFO 520);Thursday, Monday, Friday;Afternoon (3:00 pm - 4:15 pm);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107962;B2175;Analysis of Design of Database Systems (INFO 610);Monday, Thursday, Friday;Evening (7:00 pm - 9:40 pm);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107962;B3176;Data Mining (INFO 614);Tuesday, Thursday, Monday;Afternoon (3:00 pm - 4:15 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107963;B2177;Data Communications (INFO 520);Friday, Monday, Thursday;Evening (7:00 pm - 9:40 pm);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107963;B2155;Data Mining (INFO 614);Tuesday, Friday, Wednesday;Afternoon (3:00 pm - 4:15 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107963;B1117;Information Systems Management (INFO 640);Wednesday, Tuesday, Monday;Evening (7:00 pm - 9:40 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107963;B2157;Principles of Computer and Information Security (INFO 544);Thursday, Tuesday, Wednesday;Afternoon (3:00 pm - 4:15 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107964;B2157;Analysis of Design of Database Systems (INFO 610);Thursday, Wednesday, Monday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107964;B2155;Systems Development (INFO 530);Wednesday, Friday, Monday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107964;B1117;Information Systems Management (INFO 640);Friday, Monday, Thursday;Evening (7:00 pm - 9:40 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107964;B3176;Data Mining (INFO 614);Tuesday, Wednesday, Monday;Morning (10:00 am - 11:15 am);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107965;B2175;Analysis of Design of Database Systems (INFO 610);Friday, Tuesday, Thursday;Evening (7:00 pm - 9:40 pm);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107965;B3115;Systems Development (INFO 530);Thursday, Friday, Monday;Evening (7:00 pm - 9:40 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107965;B3158;Information Systems Management (INFO 640);Friday, Tuesday, Monday;Morning (10:00 am - 11:15 am);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107965;B2166;Data Communications (INFO 520);Tuesday, Monday, Wednesday;Afternoon (3:00 pm - 4:15 pm);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107966;B2165;Information Systems Management (INFO 640);Thursday, Monday, Tuesday;Evening (7:00 pm - 9:40 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107966;B3115;Data Mining (INFO 614);Tuesday, Thursday, Wednesday;Afternoon (3:00 pm - 4:15 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107966;B2177;Analysis of Design of Database Systems (INFO 610);Monday, Wednesday, Friday;Afternoon (3:00 pm - 4:15 pm);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107966;B2157;Principles of Computer and Information Security (INFO 544);Wednesday, Monday, Tuesday;Evening (7:00 pm - 9:40 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
